state,el_level,year,month,mean,median,type
AZ,10,,01,7.9,5.5,water
AZ,10,,02,14.6,13.7,water
AZ,10,,03,13.8,14.4,water
AZ,10,,04,18.6,13.6,water
AZ,6,,01,2.6,2.0,water
AZ,6,,02,3.2,1.7,water
AZ,6,,03,1.5,0.0,water
AZ,6,,04,0.3,0.0,water
AZ,6,,05,0.0,0.0,water
AZ,6,,06,0.0,0.0,water
AZ,7,,01,2.6,2.1,water
AZ,7,,02,3.8,2.7,water
AZ,7,,03,3.5,1.1,water
AZ,7,,04,1.7,0.0,water
AZ,7,,05,0.1,0.0,water
AZ,7,,06,0.0,0.0,water
AZ,8,,01,3.4,2.8,water
AZ,8,,02,4.3,3.2,water
AZ,8,,03,3.9,1.6,water
AZ,8,,04,2.9,0.0,water
AZ,8,,05,0.4,0.0,water
AZ,8,,06,0.0,0.0,water
AZ,9,,01,4.6,4.0,water
AZ,9,,02,7.2,6.3,water
AZ,9,,03,7.9,7.0,water
AZ,9,,04,6.3,1.9,water
AZ,9,,05,1.6,0.0,water
AZ,9,,06,0.1,0.0,water
CA,10,,01,12.3,13.1,water
CA,10,,02,16.7,15.8,water
CA,10,,03,18.9,17.5,water
CA,10,,04,18.4,16.2,water
CA,10,,05,19.0,23.3,water
CA,4,,01,3.4,3.2,water
CA,4,,02,4.0,2.5,water
CA,4,,03,3.0,1.4,water
CA,4,,04,1.0,0.0,water
CA,4,,05,0.0,0.0,water
CA,5,,01,7.0,4.2,water
CA,5,,02,7.9,5.5,water
CA,5,,03,8.7,5.0,water
CA,5,,04,2.5,0.0,water
CA,5,,05,1.3,0.0,water
CA,5,,06,0.0,0.0,water
CA,6,,01,11.1,8.1,water
CA,6,,02,16.1,13.2,water
CA,6,,03,18.6,15.7,water
CA,6,,04,14.7,11.0,water
CA,6,,05,11.0,0.0,water
CA,6,,06,1.3,0.0,water
CA,7,,01,13.0,10.4,water
CA,7,,02,18.3,16.1,water
CA,7,,03,21.5,19.1,water
CA,7,,04,21.9,18.0,water
CA,7,,05,13.9,11.3,water
CA,7,,06,3.2,0.0,water
CA,8,,01,13.6,12.7,water
CA,8,,02,20.6,19.5,water
CA,8,,03,24.1,22.7,water
CA,8,,04,25.5,22.5,water
CA,8,,05,22.1,19.0,water
CA,8,,06,8.6,0.0,water
CA,9,,01,13.4,11.9,water
CA,9,,02,17.5,16.0,water
CA,9,,03,21.6,19.7,water
CA,9,,04,23.8,19.8,water
CA,9,,05,23.2,17.3,water
CA,9,,06,12.2,0.0,water
CO,10,,01,7.3,6.7,water
CO,10,,02,10.3,9.3,water
CO,10,,03,13.1,12.1,water
CO,10,,04,14.4,13.8,water
CO,10,,05,14.4,13.6,water
CO,10,,06,4.7,0.0,water
CO,7,,01,7.8,7.5,water
CO,7,,02,10.9,10.6,water
CO,7,,03,11.9,12.0,water
CO,7,,04,7.4,7.8,water
CO,8,,01,5.0,4.4,water
CO,8,,02,7.3,6.7,water
CO,8,,03,8.5,7.8,water
CO,8,,04,6.2,4.2,water
CO,8,,05,4.3,0.0,water
CO,8,,06,0.2,0.0,water
CO,9,,01,5.8,5.4,water
CO,9,,02,8.3,7.7,water
CO,9,,03,10.3,9.6,water
CO,9,,04,9.6,9.2,water
CO,9,,05,10.0,8.3,water
CO,9,,06,1.8,0.0,water
ID,3,,01,3.6,3.0,water
ID,3,,02,6.0,5.3,water
ID,3,,03,6.5,5.5,water
ID,3,,04,4.8,0.6,water
ID,3,,05,1.9,0.0,water
ID,3,,06,0.0,0.0,water
ID,4,,01,5.7,5.1,water
ID,4,,02,9.1,7.7,water
ID,4,,03,11.2,8.9,water
ID,4,,04,12.0,9.0,water
ID,4,,05,8.0,1.7,water
ID,4,,06,0.7,0.0,water
ID,5,,01,9.2,7.8,water
ID,5,,02,12.9,10.1,water
ID,5,,03,15.8,12.4,water
ID,5,,04,17.6,13.4,water
ID,5,,05,16.5,10.8,water
ID,5,,06,6.4,0.0,water
ID,6,,01,8.8,7.6,water
ID,6,,02,12.7,11.0,water
ID,6,,03,14.5,12.2,water
ID,6,,04,16.9,14.4,water
ID,6,,05,13.6,8.6,water
ID,6,,06,5.2,0.0,water
ID,7,,01,8.3,7.7,water
ID,7,,02,12.3,11.1,water
ID,7,,03,14.2,12.7,water
ID,7,,04,16.8,15.5,water
ID,7,,05,12.5,10.7,water
ID,7,,06,2.8,0.0,water
ID,8,,01,9.6,9.6,water
ID,8,,02,13.1,12.9,water
ID,8,,03,15.2,14.8,water
ID,8,,04,19.7,18.5,water
ID,8,,05,18.1,17.1,water
ID,8,,06,6.3,0.0,water
ID,9,,01,7.4,7.1,water
ID,9,,02,10.4,9.8,water
ID,9,,03,12.9,12.2,water
ID,9,,04,17.2,16.2,water
ID,9,,05,16.5,16.7,water
ID,9,,06,6.3,4.0,water
MT,3,,01,8.1,8.2,water
MT,3,,02,9.0,8.8,water
MT,3,,03,9.3,8.9,water
MT,3,,04,4.5,2.3,water
MT,3,,05,10.2,11.6,water
MT,4,,01,4.5,3.6,water
MT,4,,02,7.4,5.8,water
MT,4,,03,8.1,6.1,water
MT,4,,04,7.0,4.4,water
MT,4,,05,3.1,0.0,water
MT,4,,06,0.1,0.0,water
MT,5,,01,7.2,5.0,water
MT,5,,02,10.3,7.8,water
MT,5,,03,13.5,9.8,water
MT,5,,04,15.0,11.5,water
MT,5,,05,9.7,5.0,water
MT,5,,06,1.2,0.0,water
MT,6,,01,8.6,6.0,water
MT,6,,02,12.0,8.0,water
MT,6,,03,15.3,10.3,water
MT,6,,04,17.0,11.2,water
MT,6,,05,18.3,12.8,water
MT,6,,06,9.3,0.0,water
MT,7,,01,6.5,6.0,water
MT,7,,02,9.4,8.8,water
MT,7,,03,11.8,10.8,water
MT,7,,04,13.1,11.7,water
MT,7,,05,13.9,12.7,water
MT,7,,06,5.6,0.8,water
MT,8,,01,7.9,7.3,water
MT,8,,02,11.2,10.4,water
MT,8,,03,14.1,12.6,water
MT,8,,04,17.3,15.7,water
MT,8,,05,19.4,17.4,water
MT,8,,06,11.1,9.3,water
MT,9,,01,13.7,13.7,water
MT,9,,02,18.8,18.6,water
MT,9,,03,24.7,25.1,water
MT,9,,04,28.4,28.4,water
MT,9,,05,31.4,29.3,water
MT,9,,06,23.5,21.9,water
NM,10,,01,6.2,5.3,water
NM,10,,02,8.6,6.9,water
NM,10,,03,9.7,8.5,water
NM,10,,04,10.2,9.6,water
NM,10,,05,6.0,1.8,water
NM,10,,06,0.8,0.0,water
NM,7,,01,1.9,1.6,water
NM,7,,02,2.3,1.6,water
NM,7,,03,0.5,0.0,water
NM,7,,04,0.0,0.0,water
NM,8,,01,2.4,2.0,water
NM,8,,02,3.5,3.0,water
NM,8,,03,2.8,1.3,water
NM,8,,04,1.6,0.0,water
NM,8,,05,0.0,0.0,water
NM,8,,06,0.0,0.0,water
NM,9,,01,3.6,3.4,water
NM,9,,02,5.1,4.8,water
NM,9,,03,5.4,5.3,water
NM,9,,04,4.5,3.5,water
NM,9,,05,0.5,0.0,water
NM,9,,06,0.0,0.0,water
NV,10,,01,5.1,4.8,water
NV,10,,02,7.1,6.7,water
NV,10,,03,9.0,7.9,water
NV,10,,04,10.5,8.6,water
NV,10,,05,9.2,8.1,water
NV,10,,06,3.3,0.0,water
NV,5,,01,2.1,2.0,water
NV,5,,02,2.0,1.2,water
NV,5,,03,0.4,0.0,water
NV,6,,01,3.9,3.6,water
NV,6,,02,5.1,5.1,water
NV,6,,03,4.2,3.2,water
NV,6,,04,3.9,1.7,water
NV,6,,05,0.8,0.0,water
NV,6,,06,0.0,0.0,water
NV,7,,01,5.6,5.1,water
NV,7,,02,7.0,6.5,water
NV,7,,03,7.4,7.0,water
NV,7,,04,9.1,8.5,water
NV,7,,05,5.4,0.7,water
NV,7,,06,0.5,0.0,water
NV,8,,01,8.3,6.6,water
NV,8,,02,11.0,9.2,water
NV,8,,03,13.4,12.4,water
NV,8,,04,14.9,14.2,water
NV,8,,05,12.4,10.7,water
NV,8,,06,2.8,0.0,water
NV,9,,01,9.0,5.0,water
NV,9,,02,11.8,9.9,water
NV,9,,03,16.3,13.6,water
NV,9,,04,17.4,14.4,water
NV,9,,05,10.8,9.7,water
NV,9,,06,3.0,0.0,water
OR,3,,01,4.4,2.9,water
OR,3,,02,6.7,3.9,water
OR,3,,03,7.6,4.0,water
OR,3,,04,7.5,0.9,water
OR,3,,05,5.0,0.0,water
OR,3,,06,1.1,0.0,water
OR,4,,01,6.9,5.2,water
OR,4,,02,9.8,7.0,water
OR,4,,03,11.1,7.1,water
OR,4,,04,12.7,6.3,water
OR,4,,05,11.3,1.6,water
OR,4,,06,3.7,0.0,water
OR,5,,01,7.7,6.0,water
OR,5,,02,11.1,8.8,water
OR,5,,03,12.8,10.2,water
OR,5,,04,15.1,11.8,water
OR,5,,05,10.4,2.4,water
OR,5,,06,3.7,0.0,water
OR,6,,01,11.6,8.2,water
OR,6,,02,13.7,10.8,water
OR,6,,03,16.8,13.2,water
OR,6,,04,22.2,19.1,water
OR,6,,05,16.9,12.3,water
OR,6,,06,4.5,0.0,water
OR,7,,01,8.5,7.6,water
OR,7,,02,11.3,10.4,water
OR,7,,03,14.8,13.5,water
OR,7,,04,18.6,17.0,water
OR,7,,05,17.2,17.8,water
OR,7,,06,6.7,0.0,water
OR,8,,01,36.6,34.0,water
OR,8,,02,54.9,54.9,water
OR,8,,03,58.4,60.7,water
OR,8,,04,63.8,68.0,water
OR,8,,05,36.9,37.2,water
UT,10,,01,6.7,6.0,water
UT,10,,02,9.3,8.1,water
UT,10,,03,12.0,11.1,water
UT,10,,04,14.1,12.9,water
UT,10,,05,14.2,14.1,water
UT,10,,06,5.8,0.6,water
UT,5,,01,6.0,5.9,water
UT,5,,02,8.3,7.1,water
UT,5,,03,9.5,7.8,water
UT,5,,04,7.4,1.0,water
UT,5,,05,2.6,0.0,water
UT,5,,06,0.0,0.0,water
UT,6,,01,6.0,5.3,water
UT,6,,02,9.2,8.9,water
UT,6,,03,10.4,10.3,water
UT,6,,04,6.4,2.0,water
UT,6,,05,3.0,0.0,water
UT,6,,06,0.1,0.0,water
UT,7,,01,6.1,5.4,water
UT,7,,02,9.2,8.9,water
UT,7,,03,11.1,10.8,water
UT,7,,04,9.1,8.7,water
UT,7,,05,4.7,0.0,water
UT,7,,06,0.5,0.0,water
UT,8,,01,7.5,6.3,water
UT,8,,02,10.3,9.0,water
UT,8,,03,12.8,11.1,water
UT,8,,04,12.5,10.4,water
UT,8,,05,10.0,4.8,water
UT,8,,06,2.1,0.0,water
UT,9,,01,6.0,5.1,water
UT,9,,02,9.6,8.1,water
UT,9,,03,12.5,10.7,water
UT,9,,04,13.8,12.1,water
UT,9,,05,9.4,6.4,water
UT,9,,06,1.8,0.0,water
WA,3,,01,9.8,7.2,water
WA,3,,02,13.9,10.3,water
WA,3,,03,17.4,12.8,water
WA,3,,04,22.1,17.8,water
WA,3,,05,19.5,12.9,water
WA,3,,06,10.0,0.0,water
WA,4,,01,11.3,9.1,water
WA,4,,02,16.0,12.6,water
WA,4,,03,19.8,15.3,water
WA,4,,04,27.8,26.3,water
WA,4,,05,24.6,20.8,water
WA,4,,06,11.9,0.0,water
WA,5,,01,15.2,12.0,water
WA,5,,02,21.1,16.8,water
WA,5,,03,28.0,21.8,water
WA,5,,04,35.5,28.8,water
WA,5,,05,34.9,28.7,water
WA,5,,06,21.4,6.6,water
WA,6,,01,18.7,16.5,water
WA,6,,02,26.3,24.4,water
WA,6,,03,29.2,26.6,water
WA,6,,04,45.7,46.6,water
WA,6,,05,40.5,38.4,water
WA,6,,06,25.9,25.0,water
WY,10,,01,10.7,10.3,water
WY,10,,02,15.4,14.6,water
WY,10,,03,20.0,19.4,water
WY,10,,04,23.9,23.6,water
WY,10,,05,26.8,25.5,water
WY,10,,06,16.6,14.2,water
WY,4,,01,1.7,1.5,water
WY,4,,02,2.1,2.0,water
WY,4,,03,1.6,1.1,water
WY,4,,04,0.2,0.0,water
WY,4,,05,0.0,0.0,water
WY,5,,01,2.6,2.6,water
WY,5,,02,3.6,3.2,water
WY,5,,03,3.9,4.3,water
WY,5,,04,4.3,4.5,water
WY,5,,05,2.0,0.9,water
WY,5,,06,0.0,0.0,water
WY,6,,01,5.6,5.5,water
WY,6,,02,8.3,8.2,water
WY,6,,03,9.1,8.8,water
WY,6,,04,7.9,6.9,water
WY,6,,05,5.6,4.0,water
WY,6,,06,0.4,0.0,water
WY,7,,01,7.1,6.1,water
WY,7,,02,10.0,8.6,water
WY,7,,03,12.3,10.4,water
WY,7,,04,12.8,10.9,water
WY,7,,05,9.9,7.8,water
WY,7,,06,1.6,0.0,water
WY,8,,01,6.2,5.4,water
WY,8,,02,8.6,7.4,water
WY,8,,03,10.7,9.1,water
WY,8,,04,12.1,10.2,water
WY,8,,05,11.2,9.5,water
WY,8,,06,2.6,0.0,water
WY,9,,01,8.1,7.4,water
WY,9,,02,11.1,9.9,water
WY,9,,03,14.0,12.6,water
WY,9,,04,16.5,14.8,water
WY,9,,05,18.3,17.0,water
WY,9,,06,9.6,6.2,water
